"","question"
"5944","본인은 본인의 전공을 좋아하십니까?"
"5945","본인은 지원하는부서 (생산기술)에서 최종적으로 무엇을 이루고 싶습니까?"
"5946","LG생활건강이 베트남 시장에서 성공하기 위한 전략을 말해보세요."
"5947","왜 아모레가 아닌 LG생활건강에 지원했는지 ?"
"5948","전공과 마케팅의 관련성을 설명해봐라."
"5949","LG생활건강의 제품을 사용해본 경험이 있는가?"
"5950","(약사인 분에게) 본인이 그만두지 않고 잘 할 자신이 있는지?"
"5951","본인이 생각한 부서와 다른 부서로 배정된다면?"
"5952","진행한 실험에서 본인이 창의성을 발휘한 부분이 있는가?"
"5953","인테리어가 잘 된 사례와 그렇지 않다고 생각하는 사례를 설명하라."
"5954","자신의 강점을 어필하시오."
"5955","칸트와 벤담 중 오늘 날 기업이 따라야 하는 사상가는 누구인가? 그 이유는?"
"5956","저희 회사에 대해 말해보세요"
"5957","해외 오래 나갈 수 있는데 괜찮나요?"
"5958","입사 후 하고 싶은 것은?"
"5959","인턴에 관한 경험을 말해주세요."
"5960","110V가 아니라 220V를 사용하는 이유는?"
"5961","왜 전자 공학을 전공하고 플랜트로 왔는지?"
"5962","역률이란?"
"5963","건설업 회계와 일반회계가 다른 점은?"
"5964","WACC에 대해 아는가?"
"5965","회사에 지원한 동기가 무엇인가요?"
"5966","나의 인생 가치관에 가장 영향을 준 사람이 누구입니까?"
"5967","안전관리자 채용 기준은 무엇인가요?"
"5968","여성이라는 이유로 차별받은 경험이 있나요?"
"5969","주동수동토압에 대해서 설명해보세요."
"5970","어머니에 대해 영어로 이야기 해봐라."
"5971","자기소개를 해봐라."
"5972","친구들이 당신에 대해 얘기한다면 한 마디로 뭐라고 하겠는가?"
"5973","송도신도시에 대해 아는대로 말해보시오"
"5974","자신보다 먼저들어왔지만 나이가 어린 선배 직원들과 어떻게 지낼 것인가"
"5975","자신의 장단점에 대해 말해보시오"
"5976","채용되지 않을 시 어떻게 할 생각인가"
"5977","왜 자신이 채용되어야 하는가"
"5978","공모전엔 참가했는데 수상 경력은 왜 없는가?"
"5979","토익 점수가 왜 낮은가?"
"5980","학회에서 프로젝트 한 것이 있는가?"
"5981","(타 유통업계 기업)의 브랜드란 무엇인가?"
"5982","브랜드란 무엇인가?"
"5983","귀하를 채용해야 하는 이유가 무엇인가?"
"5984","살면서 가장 힘들었던 경험은 무엇인가?"
"5985","입사하면 어떤 일을 하고 싶은가?"
"5986","만일 회사 직원이 고객 개인정보를 실수로 유출시켰을 경우 감사인으로 어떤 조치를 내릴 것인가?"
"5987","법대인데 왜 영업지원을 지원하는가?"
"5988","이게 마지막이어서 피곤하지 않는가?"
"5989","자신이 여성스럽다고 강조한 이유는?"
"5990","피티면접 중 럭키박스 최저가를 왜 홈플러스에서 지정해준 최저가로 정했는가?"
"5991","홈플러스가 나가야 할 방향은 무엇인가?"
"5992","자신이 적극적이고 활발하다는 이유를 말해보시오."
"5993","영어로 자기소개를 2분 정도만 해보라."
"5994","일하다가 대학을 들어갔다. 부동산 공부를 하고 싶었나?"
"5995","집 앞에 홈플러스를 짓는다면 어디에 지을 것인가, 이유는 무엇인가?"
"5996","우리회사에서 오래 일할사람을구하는데 오래일할수있나요?"
"5997","가장 좋아하는 통계분석 기법은 무엇인가요?"
"5998","임원분들은 통계를 안믿는 경향이 있으신데, 어떻게 설득할건가요?"
"5999","분석 프로젝트를 진행해본 경험에 대해 설명해보세요."
"6000","공백기에 대한 설명을 해보세요."
"6001","대한항공이 아시아나 항공과 다른점은?"
"6002","전기 직무에서 가장 중요하다고 생각하는 것이 무엇인가요?"
"6003","졸업한지 꽤 지났는데 그동안 무엇을 했나요?"
"6004","맡고 싶은 업무 분야가 있다면?"
"6005","인턴활동 하면서 어떤 업무를 했나요?"
"6006","기내에서 승객 2명이 싸움이 났다. 한 손님은 동물 알러지, 한 손님은 동물 동반고객. 어떻게 할 것 인가?"
"6007","대한항공 서비스 중에 기억에 남는 서비스를 말해보세요."
"6008","승무원으로서 필요한 역량이 무엇이라고 생각하시나요?"
"6009","(공통)승무원 준비하면서 가장 중점적으로 준비한 것은?"
"6010","(개별)취미가 꽃시장가기인데 자주가는 꽃시장이 있나요?"
"6011","(개별)사회복지전공했는데 승무원과 무슨 연관성이 있나요?"
"6012","공백기때 무엇을 했나요?"
"6013","대한항공 MRO에 대해 어떻게 생각하나요?"
"6014","본인만의 강점은?"
"6015","토론 내용에 대한 생각?"
"6016","대한항공 발전을 위해 필요한 점은?"
"6017","면접간 아쉬웠던 점이 있나요?"
"6018","지원동기는 무엇인가?"
"6019","최고의 서비스는 무엇이라 생각하나?"
"6020","(개인질문) 해외에서는 무얼하였나?"
"6021","대한항공을 지원한 이유는?"
"6022","입사후 하고싶은 일은 무엇인가요?"
"6023","졸업후 무엇을 했나요?"
"6024","지원 동기에 대해 이야기해주세요"
"6025","취미가 뭔가요?"
"6026","지난번에 최종면접까지 보신건가요?"
"6027","화물물류에 대한 경험이나 자신의 생각을 말해주세요."
"6028","교내에서 활동한 단체나 동아리에서 인상깊은 경험?"
"6029","교내 활동에서 사람들이 말을 잘 듣던가요? 갈등경험?"
"6030","대한항공의 위협요인은?"
"6031","이에 대한 대처방안은?"
"6032","대한항공이 왜 당신을 뽑아야 하는지?"
"6033","학점 관리 비법같은게 있는지?"
"6034","졸업 후에 뭐하셨는지?"
"6035","대한항공에 관심을 가지게 된 계기는 ?"
"6036","입사 후 하고 싶은 일"
"6037","입사를 하기 위해 노력한 점"
"6038","대한항공에서 하고 싶은 직무가 무엇입니까"
"6039","경험 중 본인이 맡은 일은 무엇인가요"
"6040","그러한 경험을 대한항공에서 어떻게 활용하겠습니까?"
"6041","Human Factor를 줄일 수 있는 방안에는 무엇이 있겠나"
"6042","체크리스트를 상세화 하면 간단한 체크리스트를 지키기 더 쉬울지 상세한 체크리스트를 지키기 더 쉬울지 말해봐라"
"6043","결함부위 점검을 드론으로 했을 때 문제점을 없는지"
"6044","최근 욜로가 유행하는가 하면 다시 김생민의 절약정신이 유행하고 있다 그 이유가 뭐라고 생각하는가?(토론주제)"
"6045","이러한 트렌드를 대한항공 마케팅에 적용해보시오(토론주제)"
"6046","대한항공 오면 하고 싶은 일이 무엇인가?"
"6047","공백기때 무엇을 했는가"
"6048","LCC와 경쟁하려면 어떻게 해야하나"
"6049","적응했던 경험"
"6050","(토론 면접) 유연근무제 도입에 대한 의견"
"6051","가장 큰 깨달음을 얻었던 경험"
"6052","언제 가장 행복한가요"
"6053","자기소개"
"6054","자신의 장점소개"
"6055","미래 항공이슈는?"
"6056","지원이유"
"6057","지원직무 관련 경험"
"6058","궁금한 질문있는지 ?"
"6059","항공전자에 대해 아는 것이 있으면 설명해봐라"
"6060","3D 프린터를 활용한 항공기 부품의 품질적인 측면에서의 문제는 어떻게 해결하면 좋겠나?"
"6061","마지막으로 하고 싶은 말이 있으면 해봐라"
"6062","항공우주 산업의 주도권을 정부에게 넘기는것과 민간사업자에게 넘기는 것 중 어느것이 맞다고 생각하나요?"
"6063","본인의 역량을 대한항공에 어떻게 기여할 건가요?"
"6064","인턴기간 동안 무엇을 했는지 말해보세요"
"6065","지원직무가 아닌 다른직무에 배정된다면 어떻게 할건가요?"
"6066","항공기 구조에 대해 말해보세요"
"6067","LCC항공사를 이길 수 있는 대한항공의 강점은 무엇인가요?"
"6068","본인이 석사기간동안 연구했던 분야를 설명해보세요?"
"6069","본인이 연구한 분야로 대한항공에 이바지 할 수 있다고 생각하는 부분을 얘기해보세요"
"6070","왜 대한항공에 지원했나요?"
"6071","지금까지 취업을 준비하면서 가장 힘들었던 것은 무엇인가요?"
"6072","돈의 가치는 무엇이라고 생각하나요?"
"6073","명절에 남을 도와준 일이 있다면 얘기해보세요"
"6074","본인을 동물에 비유한다면?"
"6075","본인의 롤모델은 누구 인가요?"
"6076","지난주말에 무엇을 했나요?"
"6077","지원한 직무에 중요역량이 무엇이라고 생각하나요?"
"6078","취미는 무엇인가요??"
"6079","평소에 청소 하는 것을 힘들다고 생각한 적이 있나요?"
"6080","본인의 관련 경험은 타 부서에 더 적합할 것 같은데 어떻게 생각하나요?"
"6081","평소 항공기에 대해 얼마나 관심이 있었나요?"
"6082","대한항공을 이용해 본 적이 있는가?"
"6083","여행객 수를 예측할 수 있는 방법에 대하여 말해보라."
"6084","인사관리 차원에서 고성과자를 먼저 관리해야 하는가? 저성과자를 먼저 관리해야 하는가?"
"6085","상대평가와 절대평가 중 어떤게 더 좋은가요?"
"6086","가장 인상 깊었던 여행지가 어딘가요?"
"6087","대한항공 관련 기사에 대해 말해보세요."
"6088","대한항공 관련 나쁜 기사에 대해 말해보세요."
"6089","대한항공 cf를 본 적 있나요?"
"6090","서비스 경험이 있나요?"
"6091","첫 지원이 아닌데, 다른 곳도 지원했었나요?"
"6092","취미가 운동인데, 구체적으로 어떤 운동인가요?"
"6093","학교 졸업하고 공백기간이 좀 되는데, 그동안 뭘 했나요?"
"6094","학점이 좋은데, 학교 다닐 때 공부 잘했나요?"
"6095","항공기를 이용했는데, 승무원들을 보고 느낀 점은 무엇인가요?"
"6096","개발 도상국으로 생산기지를 이전하는 것에 대해 찬성하는가 반대하는가?"
"6097","인턴 경험이 있다고 적혀 있는데, 어떤 일을 하였는가?"
"6098","문이과 통합에 대한 찬반 토로을 해보시오."
"6099","살면서 힘들었던 경험이나 어려웠던 경험은 무엇이었고, 그걸 통해 뭘 배웠는지 말해보시오."
"6100","국내 항공사와 국외 항공사의 차이점은 무엇인가요?"
"6101","취미는 무엇인가요?"
"6102","키가 몇입니까?"
"6103","외국인 승객에게 추천해주고 싶은 산은 어디인가요?"
"6104","대학 전공과 서비스직의 연관성은 무엇인가?"
"6105","대한항공이 명품 항공이 되려면 어떠한 변화가 필요한가?"
"6106","무엇을 물어보면 좋겠는가?"
"6107","승무원 과외에 대해 어떻게 생각하는가?"
"6108","승무원과외에 대해 어떻게 생각하는가?"
"6109","어떤 승무원이 되고 싶은가?"
"6110","자신의 강점은 무엇인가?"
"6111","자신의 단점은 무엇인가?"
"6112","자신의 단점은 무엇인가?"
"6113","최근 대한항공 이용 후기에 대해 말해달라."
"6114","최근에 본 대한항공 광고에 대해 말해 보시오"
"6115","최근에 본 대한항공 광고에 대해 말해달라."
"6116","타 항공사와 대한항공을 비교한다면 어떠한가?"
"6117","가기 싫은 회식자리가 있다면 어떻게 할 것인가?"
"6118","대한항공의 서비스를 평가한다면 어떠한가?"
"6119","배우자가 해외발령을 반대한다면 어떻게 할 것인가?"
"6120","배치를 희망하는 부서와 그 이유는 무엇인가?"
"6121","인생을 살면서 언제 가장 많이 혼나 봤는가?"
"6122","당신의 전공을 어떻게 활용하여 기업에 이익을 가져다 줄 것인가?"
"6123","대학교 졸업 이후 공백기에 무엇을 했는가?"
"6124","본인이 겪은 최악의 서비스에 대한 경험을 다른 지원자들에게 얘기해달라."
"6125","스페인에 항공물류 기지가 어디에 있는가?"
"6126","입사 후 어떤 부서에서 어떤 직무를 맡고 싶은가? 업무와 관련해 어떤 비전이 있는가?"
"6127","자기소개서에 기재한 동아리활동, 사회활동, 인턴경험에 대해서 자세히 말해달라."
"6128","제2외국어 자격증이 있는데, 어떤 방식으로 공부했는가?"
"6129","오지 발령이 될 경우 근무할 수 있겠는가"
"6130","우리 회사에 왜 지원했나?"
"6131","항공사의 입장에서 마케팅 믹스의 4P중 PLACE 에 해당되는 것이 무엇인지 파악하고 매출을 늘리기 위한 방안"
"6132","항공사의 입장에서 마케팅 믹스의 4P중 PLACE 에 해당되는 것이 무엇인지 파악하고 매출을 늘리기 위한 방안을 설명해달라."
"6133","해외경험이 있는데 거기서 뭘 했는가"
"6134","여행 많이 다녀봤어요?? 항공사영업에 뭐가있는지 말해보세요"
"6135","고객이 만취해서 소란을 피울 때 어떻게 할 건가요?"
